t,ax,ay,az,gx,gy,gz
0.23,-0.010707926089999273,0.021233616976967143,-9.813484527921212,-0.0001913043248816149,-0.0012756863233379218,-0.0011332872140034807
0.24,-0.0010220096290910093,0.005738153257461742,-9.800994295956752,-0.0009194522860016114,0.0004971607440537641,0.00014242573607056524
0.25,0.020273991554590417,-0.0013963825088482078,-9.779122308307512,0.0006904853540677683,-0.00042725264633653424,0.00015853969107671424
0.26,-0.004975135384153988,0.007415232692799458,-9.81032548131659,0.0006255903939673367,-0.0003093465397202384,0.00045677523755741144
0.27,0.04186279962554213,-0.007012734613678988,-9.81185397147697,-0.0006619259410666513,-0.0003630538465650718,-0.0003817378939983291
0.28,0.0022948197893444466,-0.005335468647790778,-9.800360237203705,-0.0011958396455890397,0.0004869724807855818,-0.00046940234020272385
0.29,0.02458176504589929,0.002946088049370035,-9.80296460399163,1.249411872768743e-05,0.00048074665890590894,0.0004465311760299441
0.3,-0.004582997610099588,-0.010101472877656953,-9.804719404652529,0.0006653851089727863,-9.848548450942362e-05,-0.00042329831204415377
0.31,0.00015198479262582985,0.023465234109445544,-9.825831558517658,-7.971821090639905e-05,-0.0016873344339580299,-0.0014471124724230874
0.32,0.029090693908989593,-0.00293630206926176,-9.803679306294748,-0.0013226996123544023,-0.0009972468276014817,0.0003997742267234366
0.33,-0.021296730249945488,0.011238736714420479,-9.82585952764788,-0.0009054790553600608,-0.0003781625540393897,0.0012992282977860655
0.34,0.007467805925433921,0.0055139881515994735,-9.813162422195655,-0.00035626397106142593,0.0007375155684670866,-0.000933617680009877
0.35000000000000003,-0.041305485949163966,0.04321249371374004,-9.8277338279172,-0.00020543755786763,-0.0009500220549105812,-0.0003390330759005625
0.36,0.005454936804656236,-0.014596121041066371,-9.785689932250321,0.0008403081374573955,-0.0017273204231923486,0.00043442364354585736
0.37,-0.007589726706937931,-0.015039495470620794,-9.794746865587403,0.0002377356023322779,-0.0005941499556967945,-0.0014460578543884547
0.38,-0.025439142137470904,-0.00826557223581662,-9.79284509698611,7.212950771386952e-05,-0.0005294927090638025,0.00023267621135470397
0.39,0.030136852227705912,-0.019248231072396167,-9.81888117721673,2.185214552344288e-05,0.0016017788913209154,-0.0002393556274730243
0.4,0.007042753509887887,-0.03994846201142948,-9.779497517126533,-0.001023497492621865,0.00017927563495631616,0.00021999668397176518
0.41000000000000003,-0.019989942029416913,-0.00874819855252831,-9.801433112297174,0.0013591875752404366,0.0008351112459145786,0.0003568710591495093
0.42,0.0010247329689212815,-0.019272320252358446,-9.772220822071347,0.0014633028912195618,-0.001188763054322851,-0.0006397515327497478
0.43,-0.051502649815531196,-0.02244015247055095,-9.819385496732474,-0.0009265759414055249,-0.000389809803155768,-0.0013766861475563088
0.44,-0.018994091520946055,0.02439107119169627,-9.839816873887111,0.0006351509468144043,-0.00022222269709877337,-0.001470806294502658
0.45,0.031149260642451795,-0.005562674065709085,-9.833868853343992,-0.0010155790812075415,0.00031351384745019527,0.0008381265678943812
0.46,-0.04201807628038599,-0.004302611775512632,-9.820689402142355,0.0019967308916917868,0.0029138624660073296,0.0004144094332759964
0.47000000000000003,0.0047298964846763285,-0.009011445552685774,-9.78753394658517,-0.000989538120031864,-0.002132046280731309,0.0002677114623438358
0.48,-0.0028498239127711066,-0.00847816883453468,-9.787184914164653,-0.000812941095310326,-0.00041535726017968535,-0.0006120967990598081
0.49,0.004563390268801635,0.015492633404804574,-9.783676785658066,-0.00014079088641638527,0.0010659802307876436,0.00015704856744534464
0.5,-0.005876008442413696,0.0007649575666814492,-9.78977392113631,-0.0001586348370386883,-0.0010356537528258115,-0.001674682944704357
0.51,-0.04901312005532122,-0.0020353470977966586,-9.811147347067086,-0.0004863079090733309,-5.3782550818320494e-05,0.001767929913579883
0.52,0.007481048072882032,-0.01602219702376409,-9.78474105270826,0.00013027452147288586,0.0009827395110230577,-0.000499295598539152
0.53,-0.014755260353931036,-0.009180345685610327,-9.8199381992778,-0.0011849437664170246,-0.0009651167622323719,-0.0007252260645357532
0.54,0.024597636924805537,-0.041711535200105024,-9.770912400396611,0.0021284697324351646,-0.0008213866792243862,0.000838489203736345
0.55,0.029467410842019374,-0.01129730674811256,-9.78611152449994,-0.0009029271780870264,0.0009315730128742441,0.0003849509661058632
0.56,0.0026017967165119322,0.03305822689669274,-9.787636925849034,-0.0001566378976580904,-4.076252613543403e-05,-0.0006547876954293904
0.5700000000000001,0.043862891492527076,-0.031242934199305065,-9.802823092906996,0.0004460722014820806,-0.00045498348034078,-0.0012256057637672483
0.58,-0.03448206986324566,-0.010374273965540342,-9.761656944010497,-0.0012779375743196192,0.0001725879177221195,0.001579091256410435
0.59,0.009364009025227325,0.019690823399118505,-9.796371227460721,0.00015999161357343824,-0.00011863832610988257,0.0002858261396025429
0.6,0.009009234863841392,-0.010446958502381906,-9.82082284800247,0.0013060017417068249,0.00021938250136385634,-0.00041092723083373717
0.61,-0.010983153359841418,-0.05460788107328183,-9.808290771478894,0.001106288710059889,0.0004287564384616135,0.001535755991995992
0.62,0.004797000450343233,-0.012384400519021774,-9.809263635386774,0.00018323443722190614,-0.0012244690317205003,-0.001368159199245665
0.63,0.010500973328800676,0.017696047382082858,-9.83060619394544,0.0016509279322312496,0.001723665720783297,-0.00017951921328260065
0.64,-0.01589551482483197,0.015059188719424316,-9.794869855661469,-0.00038318732113598776,0.0014614442922422021,-0.001107045682043488
0.65,0.026887975007477884,0.02605850594510547,-9.758352536705718,-0.0008947270189558264,0.0006433267946890444,-0.0003946051228595896
0.66,-0.005855317350456932,0.03157128007635159,-9.825050294079059,-5.121866720071296e-06,-0.00016344289852451258,0.0003375745487989336
0.67,0.047881056949326053,0.009093937983902069,-9.79580960074479,0.0014074818613137169,9.058490690174555e-05,0.0006439387932768579
0.68,0.019798512415240506,-0.027107265926822804,-9.828145102352712,-0.0020501721010310224,-4.871840193011795e-05,-0.0008432302702928711
0.6900000000000001,0.0023134722478707153,0.006914391401565051,-9.764998921575259,-0.0012188130604236281,-0.0008781523669287508,-0.0003341234407008121
0.7000000000000001,-0.018983997904286593,0.030803859697312537,-9.811961785110222,0.0009159025423560131,-0.001326392717739564,3.0631492594417444e-05
0.71,-0.005590480335831716,-0.003276857050161306,-9.812755542786617,-0.0004841694333335785,-0.00032767309436196085,0.0010027578253046041
0.72,0.009730766519716645,-0.00789886162831581,-9.83485914393863,0.000538115437003926,0.0013373981074427438,-0.00015450567924990048
0.73,-0.005356188324789113,0.009132779913062319,-9.834696560076758,-0.0006959426116707031,-0.00022385881688049953,0.0002424967912712216
0.74,0.011636599923209052,0.023610392820400002,-9.777051383603578,0.00017657335845371104,-0.0010843880722333666,9.048978162787422e-05
0.75,0.006753279872864682,-0.036093012905832174,-9.793697599957492,0.00022822833013890514,0.0025174740375339204,0.0018768446112816702
0.76,0.019343426535726113,-0.01393068343771785,-9.808103658967772,-0.0008532433505588201,-0.0002873833615491761,-0.0014634420018370031
0.77,0.009671989020897312,0.035745209056489584,-9.811766993744117,-0.0005907070139634865,0.0003156050035903405,0.0012058536208882336
0.78,0.017825117848899688,0.006325952474495462,-9.802661449392922,-0.0007290838377436086,-0.0006541464400677965,-0.002147289029738655
0.79,0.02660938955292879,-0.0166284457393975,-9.802041871994087,-0.00016266592054490768,-0.0010624144118595632,-0.0005294394273660738
0.8,0.0005437055661740678,-0.030138399152085413,-9.781998333290801,-0.0008768607781675882,-9.426255425255699e-05,-0.0017577283913566314
0.81,0.016580343530033397,0.000677588091363428,-9.81187757988711,-0.0014670452453909907,0.002129247112028298,-0.001287422581274031
0.8200000000000001,4.438190847653606e-06,0.014147431510018946,-9.805592097382643,-0.0010967855784546397,0.0018369135283213141,0.0029050671692404067
0.8300000000000001,-0.013350006862672696,-0.010341591471962324,-9.806892487445126,-0.0011715666288253418,-0.00036824895678803053,0.00034155555094050953
0.84,-0.018651863057657307,0.00666647464204468,-9.822510325313742,0.0017286976444055924,-0.0009868570784282375,-0.0002452778459421097
0.85,-0.019086761789243796,0.06386264075603393,-9.76785297180855,0.000777337576061744,0.00043476607446661864,-0.0003761560712300993
0.86,0.002878900820398332,0.017020325346194055,-9.786231039249582,-0.00013382296451604114,-0.0013748958083699817,-0.00023817374397466524
0.87,-0.0015088762237362638,0.005655115060465245,-9.811893408741652,-0.0002663874900089551,0.00023216988962625597,-0.0005553272188190161
0.88,0.025113408194698976,0.02538866054158238,-9.775411622426155,0.000471538522545139,0.0010127158178198285,0.00015542932766846604
0.89,0.005319971395175026,0.04335609936175621,-9.808177022195153,0.00035175640839920345,5.315534757786736e-05,8.439309141418043e-08
0.9,0.04093860966188435,-0.009265994253944206,-9.832598806211383,-0.0007215580335428474,0.00031649426167330803,-9.728659841348947e-05
0.91,0.040556160540421014,0.013207542449787392,-9.796267549928237,0.002093168308930595,0.0015733549024752424,0.0003858465525565008
0.92,-0.007209691918822663,-0.016902981749992992,-9.821655033492231,-0.0007630572096947676,-0.001112411471983418,0.001191142953088865
0.93,0.0027709456849203764,-0.003004013288987954,-9.845461599557238,0.0002627492251471385,0.00048014340339161085,-0.0017445859869741926
0.9400000000000001,0.03387518426531452,-0.008394229395126473,-9.781881810262018,0.0009274384815581807,0.00045442033821436296,-0.001110430684414478
0.9500000000000001,-0.014112961310112984,0.003096850204584103,-9.787203773808688,-0.000471524807449949,0.00026371720435651956,5.246679835624363e-05
0.96,0.016686918454269645,-0.0053592131153718785,-9.796464121759103,-0.00029217118580355503,-0.00010348826806596086,-0.00025197737820688537
0.97,0.013518933379891629,-0.0029585908514530115,-9.828924365846767,0.00015256251210246858,0.001471491972993157,-0.0025666584409312974
0.98,-0.012491339188958527,-0.007584578480792823,-9.80612882441489,-0.00023685026450968424,0.00017651242137244698,0.0002959939896870995
0.99,0.031847608962158304,0.01814964869846525,-9.822971275146053,-0.00037191458132128987,-0.0017567217824785825,0.00032799548371410965
1.0,0.03673044590160232,-0.0015765935030485503,-9.793204286746663,0.001727350214164185,-0.0015338614049161376,0.0008638280136981883
1.01,-0.018779736894165615,-0.009044733385822842,-9.785891230986373,-0.0003285252231228939,-6.13243458288473e-05,-0.001052898510703949
1.02,-0.017577447918392566,0.0011034257795698534,-9.797231785040562,-0.00033445617235587665,0.0013000445946989585,0.0005826552419877071
1.03,-0.02045873600672586,-0.035550630460596866,-9.788502311004397,0.0017323116054099442,0.0011774118889776937,0.00043908667892957623
1.04,0.05726765152644456,0.009177323580808415,-9.793635059234449,0.0017439345261677922,0.00043899315873829875,0.000827988176797059
1.05,-0.017681444145600748,0.02939349444989603,-9.814185321709743,-0.00029657095353470835,6.654581585920483e-05,-0.0006974238233002769
1.06,0.023274346430406313,0.012145953224194733,-9.794016061420386,0.0009895839345948532,-0.0011783036231148656,0.0007823503424176613
1.07,0.011866123512065872,0.011228702575833065,-9.80098219543987,-0.00019065105750515945,0.0011712470934673194,0.0007508689887312599
1.08,0.019385261247444316,-0.014520975268659435,-9.811426407409828,0.0018206461576468016,0.0007307746911386448,-0.0015720402556532408
1.09,0.029361767937244036,0.003458127067795011,-9.81316879644751,-6.695317289820084e-05,-0.0011720071925948158,-0.0005182798423662747
1.1,0.020697387560067927,0.016748625710712513,-9.832646387433613,0.0015112284332767217,0.000637533810897696,-0.0006989304285787463
1.11,0.014598630615905136,0.0027467536602074367,-9.792411969041346,-0.001013717366440399,3.278209287626079e-05,-0.001216560149381128
1.12,0.00021409652389990056,0.009286017941024268,-9.84326998384313,-0.0006711402773965812,0.0003120094715512439,0.0011553120361066961
1.1300000000000001,-0.017898703198259036,0.014802023313017618,-9.75422127304573,0.0006087614722244398,-0.0022912895085981,0.0003043667290302598
1.1400000000000001,0.00734550598996999,-0.01385609395309817,-9.803941795504976,7.203357323257792e-05,0.00041389028537269307,0.0016162096816512072
1.1500000000000001,-0.01786848571721554,0.024996467952657194,-9.805688403903543,-0.002063238276804743,-0.0005911034251911056,0.0005909063227933546
1.16,0.0210641606852074,-0.003069099448817319,-9.783810789134815,-0.0015815943994539423,0.001475949048053509,0.0003683566127006584
1.17,-0.03247190802883968,0.0004895593719015211,-9.795858227472186,0.000846583985843404,-0.0005709436615217946,0.0008137636899662106
1.18,-0.0053670175195799875,0.007190200904516814,-9.799799119536559,0.0010684715559890383,0.00023287802013716836,0.00023440089269869595
1.19,0.020976667201379758,0.012430527735892646,-9.798791437554318,0.00027034323928172587,-0.0008633452647393817,-0.00014752868024035294
1.2,0.017589272968413887,-0.027061035514798423,-9.821698198363997,-0.0001525225324523588,0.00038339386435349513,0.0009998242469102946
1.21,-0.027705181265180193,0.01097203766703244,-9.798373721650073,-0.0010585360819784094,-0.00012500903031957764,0.0014814555476589733
1.22,0.027705901407261237,0.007033319712209539,-9.819284029109655,-0.0007435882288125642,-0.0008222500172903204,0.0002023061918311936
1.23,0.002680016235782905,-0.03750842796870522,-9.814814525511174,0.0008443851904853201,1.1426055560659332e-05,0.0013289605904369894
1.24,-0.04694205530109107,0.006570412782794014,-9.812235968858637,0.0008567939825665268,0.0008418200668900618,0.0005541165013240934
1.25,-0.002645513448444383,-0.018631683912039527,-9.820027130788205,0.002327653100346085,-0.0002051616888660442,-0.002003522292066514
1.26,0.013852327817778657,-0.0287213984570704,-9.7965362462048,0.001604254361517141,-0.00045769943095682567,0.00010788044434303303
1.27,-0.016224440539072533,-0.03362005157336715,-9.782123122317685,0.001309550684860527,-0.0016022595410589253,-0.0012516472141061395
1.28,0.026583615126895693,-0.010789358031976422,-9.817635497910686,-0.0016012779371188538,-0.0007941362900254239,0.00043963660601699356
1.29,-0.00501749264051133,-0.01620130603053572,-9.819326947062745,0.000524187842812771,0.00027627417932855376,-0.0014127658838923665
1.3,0.009001219100516657,0.041477875728136014,-9.813744195970843,-0.002310103436632644,5.4353585390382266e-05,-0.00047177603363833575
1.31,0.02046208383655022,0.007057838003363155,-9.840094704832298,0.00045938577171661176,0.0007019536262212701,0.00013824143205868193
1.32,-0.000488721593645534,-0.0030010424612200116,-9.77735924020503,0.0007601330853758538,0.00022921137411506843,0.0005300647056014667
1.33,0.03010306768359293,0.007535993854934506,-9.782364816251157,-0.0007046732628698824,-0.00017961141383145853,0.00019677609665695725
1.34,-0.0029272013336483715,0.0223871208389736,-9.804643250684611,0.0008205284754174188,-0.00039374117222457214,0.0005211672557321127
1.35,0.02195349252247488,0.02398820708790701,-9.792320984383421,-0.00026583879191537904,-0.00011754216732813036,0.000829519042024073
1.36,-0.014831757312265086,-0.008410878450048141,-9.791604893752062,-0.0019930603710541558,-0.001296472328074761,-0.0014821853974428209
1.37,0.017869208074492944,0.003167802809444407,-9.812895822580801,-0.0023336161198483046,-0.0006782644401551768,0.0007494338997277404
1.3800000000000001,0.0038277756025843373,-0.005569513397503683,-9.812108229546666,-0.00028488406638257474,0.00019779008194185214,0.0010892174967107927
1.3900000000000001,0.03920066932550128,-0.009509740252611752,-9.796494230535487,0.0013276861322676916,-6.913793472613955e-05,0.0013535858895693973
1.4000000000000001,0.003058485355346487,-0.024530943171746415,-9.831870364966264,9.212665843410922e-05,-0.0008373982238274621,-0.0005944003521987353
1.41,-0.0016223485198090587,-0.03905389543048063,-9.770041884464927,-0.0014805365125650162,-0.0008881338537336524,-0.00035801668807442915
1.42,-0.007232294207125468,-0.00886383141906383,-9.782188725547044,0.0008035850193786016,0.001720769831165984,-0.00138218151537704
1.43,-0.0028143887573121844,0.013020863472781107,-9.818101692271135,0.00039282746825991896,-0.0010405439391575344,0.000474697088463202
1.44,0.0009086687446143042,0.01936956314259706,-9.82388626542603,-0.0001310866506877266,-0.0018309058258475304,0.0009282969915684843
1.45,0.010554701992755345,-0.04833023077493406,-9.781339904552397,-0.0006050007128087311,-0.0005339002383735546,-0.00106975241128969
1.46,-0.011128328009285862,-0.0017131496390610731,-9.808609072189505,-0.0006542832766875555,0.00042789044069491724,-0.00018924434093640552
1.47,-0.019497136050789843,-0.02103260671524133,-9.796223109740593,0.0003286620022824811,0.00036192185392884367,0.001320661655528167
1.48,0.011366709667013255,-0.01770546949172901,-9.795828725385489,-0.0003427861508643793,-0.001476857816845732,0.0010672224165719831
1.49,0.011157883501457355,-0.007564381943128088,-9.832519908717027,-0.0003314881720972547,0.001114592444577377,0.0003833771131824704
1.5,-0.000750866269354076,0.007301637763132528,-9.807827300819632,-0.00013113753020334493,0.0003487758940462951,0.0019510125601262995
1.51,-0.011849881274740709,0.009339387974404116,-9.781343509970363,0.002076980529053753,6.93811351327787e-05,0.00016019059331707532
1.52,-0.015405937288073749,-0.005960150553981212,-9.751787147974412,0.0010762401574663856,-0.0008456610327673472,0.00033307037261825513
1.53,0.00581735326167119,-0.025336138341743673,-9.816201651550411,-2.5862847953856403e-05,0.0003139082114575536,-0.0008333688059494058
1.54,-0.015138415817210399,0.007607864375899565,-9.800495456512353,-0.001589567493308969,-0.0020729834359912917,-0.0011173841129896078
1.55,-0.012729743704020847,0.03712621980824823,-9.804947333486348,-0.000458675284939333,-0.00029319158664876184,0.0019372311624295169
1.56,-0.009114600723334863,-0.02442243556339912,-9.824545308392356,0.0011059933699072981,-0.0009620911163416273,0.0003477084524509569
1.57,-0.024920476397547933,-0.003811361102431237,-9.824349273521362,-0.0004070782363503251,-0.00028436383804009515,0.00018532564941538203
1.58,0.0156796799329152,-0.011688642761480355,-9.789845980167254,0.0006191711169753933,-0.00033925848388401537,0.0010638515327343586
1.59,0.009829346554992666,0.01291015098688152,-9.788715018898474,-0.001141938226142404,6.339062362268442e-06,0.0025976737265958325
1.6,0.03986646891128496,-0.016979947736751783,-9.789730014465286,0.0002230797426252751,0.0014332145066061727,9.152017817320818e-05
1.61,0.007962379861775086,0.021265609343618323,-9.804434049479038,0.0005807770953297968,-5.6783194392691534e-05,-0.00017040758116420443
1.62,0.02352022607071753,-0.0258320626776165,-9.826736171415105,-0.0007794823967254196,0.00043030135895755326,-0.0008515371891857679
1.6300000000000001,-0.011384204824409074,-0.0014949942332201829,-9.805722880660934,0.0006655852363134291,0.00108528700444591,0.00036653140723722996
1.6400000000000001,-0.014800545316828447,-0.01981744974565792,-9.81975580276323,-0.00028624873355569184,0.0004539655793086961,-0.0003086730555464126
1.6500000000000001,-0.03418613450264811,-0.005762698638925168,-9.80781812785523,0.0009355471254651493,-0.0018314060842151236,-0.0003356073681186462
1.6600000000000001,0.008820728993983068,0.0033374343682924736,-9.770782036978437,-0.001990811995123998,-0.001495060830227205,0.0013638622298139094
1.67,0.016247466872024868,0.014746267058861522,-9.799355963990191,0.000895184981971686,-0.0007194802332847903,-0.001502503456040897
1.68,0.01071450349040889,-0.004414793994261732,-9.804657568426286,-0.0029645288378416512,-0.0005434955079326346,0.0024204150122474023
1.69,0.03843114149234168,-0.001401091389366779,-9.83328730115211,0.00043488427146364737,-0.0005595722860494895,0.00046508020950030625
1.7,0.013936159161158047,0.017504173156482127,-9.803559531382653,-0.0015609583529944428,-0.00029732336269763543,9.94774730157385e-05
1.71,-0.0375669090241007,0.025732127858154798,-9.802051865472679,-8.61006518210485e-05,0.0007908061216900806,0.0003446452262360524
1.72,-0.0062051692127401605,0.023761182712066353,-9.84714276916827,0.000668326018107997,-0.0006883722822307594,0.000897815408410548
1.73,0.0022372245576610943,-0.010815866472219056,-9.77680707533127,0.0016289369476239915,-0.0009701495196514126,-0.0008876956557145598
1.74,0.004857657991891079,-0.017293094230544752,-9.783885305617941,0.001335784336320233,-0.00019134398669506028,0.001403821392066557
1.75,-0.049180642271463536,0.01015803418747515,-9.831915831638835,-0.0004425357118921839,0.0014550455762707114,0.0001314858168054522
1.76,-0.009248752853121007,-0.004813546558874234,-9.788447752027722,0.0002582288233226952,0.0015647180216699045,-0.00036177047744417125
1.77,0.04406822690788876,-0.03559105892792428,-9.797723915326703,-0.0009411220959249584,-0.00044856420802835435,0.0004523339506431387
1.78,0.04404912253997338,-0.011458593734185755,-9.819349980634449,-0.0015657590721805143,0.0006374709026511215,-0.0005387713176177433
1.79,0.004718924908886027,0.016576700251522542,-9.793498039188318,0.0011478126607335636,-0.0023942603049004717,-0.0007865657751041687
1.8,-0.00717404201995067,-0.0160507392567601,-9.78032740110925,-0.001686468151234102,-0.0008262294663639526,0.00024766590110894315
1.81,-0.015491415192789442,-0.03832370111456834,-9.83571791039245,-0.00017922662544975492,-0.00025337756894801495,-0.00015918487138006079
1.82,-0.011522796493091526,0.029850110568241963,-9.830417240948918,0.00020338824061994344,-0.0010085360419431078,0.0007068496408990508
1.83,0.030438363318286674,0.026136377989279227,-9.802145376898457,0.0006626659703854839,0.000385037937656101,0.0005565334427512632
1.84,-0.05098188496445605,-0.02368118624334271,-9.819320725067694,0.0002964180008086595,0.0020350733027310673,-8.70941710525099e-05
1.85,0.03461403484800991,-0.011383356977488582,-9.822108643401112,-0.00030708321833457675,-0.0007535275803573779,-0.001032262670577837
1.86,0.0037660390420003295,-0.028190513195987643,-9.807142429910972,-0.0012444717876010753,-0.0008887973132309185,-7.068038165207131e-05
1.87,-0.015971146845943585,0.05375499560586172,-9.825002477865993,0.0003342951284977145,5.114205855216179e-05,-0.000765535277429713
1.8800000000000001,0.038598693310647504,-0.022803340225372483,-9.801394491656872,0.0009001845640199633,0.0007394126723009476,-0.000159648307422017
1.8900000000000001,0.010006279997450365,0.0028352915537942177,-9.805041984247225,-0.0006529161446647121,0.0005484279208297995,0.00018797358748610447
1.9000000000000001,0.01722913068209067,0.008347359015086079,-9.810108047317225,-0.0014481272594150476,-6.79802559844049e-05,0.00026203581207438103
1.9100000000000001,-0.013488664681096486,-0.003314853564922173,-9.81021175978377,-0.0008996947864877539,0.000189843392837443,-0.0014548224852577892
1.92,-0.0039552978792453935,0.0015239904519076686,-9.83483644228352,0.001336186100012171,0.0012479499850594317,-0.00025251733430296477
1.93,-0.0205515743057538,0.016635475265954207,-9.851658357845306,0.00036345433783907316,-0.002409921965799875,-0.001156347660265333
1.94,0.02394064021399677,-0.01117841391479124,-9.77326056408742,-0.0002937789201521298,-0.0010721330214268593,0.0007143964826306588
1.95,0.024524310911110698,-0.006547998714082508,-9.811124327901647,0.001997296530747994,-0.001176614719429302,-0.0008374634040851927
1.96,0.03186521691569201,0.02546468516867809,-9.78719519616314,0.00023544836830993032,0.001611116148499621,-0.001222374312539903
1.97,0.022883824927105084,-0.021750438121005588,-9.802544053996359,0.000249036122306942,0.0018212988508131088,-0.0016517591481792673
1.98,-0.015407534032701111,-0.022264590666127217,-9.803372245026301,-0.001281069206845832,-0.00042360660646083824,-0.000520588412855411
1.99,-0.008276851691677398,-0.0033249927041262258,-9.816650701562686,0.0008126012877536446,0.00024165971982083805,-0.0017749620596421284
2.0,-0.025089542279668097,0.03393586186593621,-9.803533469451574,0.0005154104029008109,-0.0005775388873556505,0.001274447216941239
2.0100000000000002,-0.02884387152070012,0.0036394182685666717,-9.776222204053385,-0.0006275875364369197,-0.0006366152831022358,0.0005411316108045314
2.02,0.019174549626701873,-0.010374448522128857,-9.816544149823606,0.0007629264823369366,0.0004480993639362036,-0.0016855973173848082
2.0300000000000002,-0.01914151126309582,-0.014845076749277595,-9.819867722218635,0.0005380344399282511,-0.001034308051674399,0.0002352761115882635
2.04,-0.029365435009346005,-0.008879602184477293,-9.799770428470495,-0.0014237344353990602,0.0004463221475430637,-0.0008065989043073726
2.05,-0.008279939685034137,0.004347067877466384,-9.774211335457597,-0.0012826346502605218,0.0007138201364823995,0.0002416445216767513
2.06,0.03671330641717213,-0.001358542495561571,-9.789046356631447,-0.0006139768013928972,0.0014511788490210642,-0.0004406524215697424
2.07,-0.0033329278867265996,-0.009757478955159249,-9.828986508011573,3.210767397093466e-05,0.0002689134476786009,-0.0006196659341286136
2.08,0.0017322474512620001,0.021687645642466495,-9.83213839817976,0.00047113629339992934,-0.0005334523471647245,-0.0004116383222162092
2.09,-0.005741872791082174,-0.0067068316162263945,-9.801712422389,0.0013626426398033412,-0.001040586052512433,-0.00241278033092949
2.1,0.005255313884438199,0.010744711568510834,-9.768710355279307,0.0016109369950118944,0.002549327952607003,-0.0004052692654493318
2.11,-0.01740991610366928,-0.01850904935821733,-9.801702689057887,-0.0019368380406201854,-0.00031048397619594376,-0.0002862229498406692
2.12,0.0290544707900417,-0.0292475595109032,-9.800022552781257,-0.00018992384102225704,-0.0011133880419218482,0.0005795611424764774
2.13,-0.0040267717554671335,0.01708576339783696,-9.794086197769191,0.0005245073752860862,-0.0014944056198193066,0.0006991967316948879
2.14,0.0009703362363047619,0.009750452862784075,-9.819815561072607,0.002052684981945891,0.00017196033243705987,-0.00033732516206850605
2.15,0.016004485878290547,0.02773047062561507,-9.804646789818506,-0.0001420032144075213,0.0006152567669685613,-0.0017306716055072182
2.16,-0.008159054235990889,-0.0029030414854894293,-9.79085586728249,0.00016439070297730225,-0.0003904639494628101,0.0018478250129560455
