timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,true_acc_x,true_acc_y,true_acc_z,true_gyro_x,true_gyro_y,true_gyro_z,bias_acc_x,bias_acc_y,bias_acc_z,bias_gyro_x,bias_gyro_y,bias_gyro_z
9,0.402056,0.179498,9.84663,0.00988551,0.00549638,0.0988469,0.392792,0.184709,9.84597,0.0099241,0.00457457,0.100156,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.1,0.396349,0.175013,9.85767,0.00981051,0.00396852,0.101038,0.386974,0.179114,9.85551,0.00978988,0.00405969,0.0999853,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.2,0.397046,0.176293,9.85302,0.011033,0.00231455,0.101083,0.387488,0.180299,9.85189,0.00968733,0.00377998,0.099981,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.3,0.408976,0.169682,9.85118,0.00989618,0.0037679,0.100349,0.397024,0.175175,9.84849,0.00950214,0.00342017,0.099962,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.4,0.42108,0.166519,9.85711,0.00974639,0.00409377,0.101642,0.410026,0.172756,9.85556,0.00947904,0.00331701,0.1001,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.5,0.415522,0.167752,9.86865,0.0093162,0.00224122,0.101938,0.404336,0.172869,9.86647,0.00940262,0.00284524,0.0999976,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.6,0.425458,0.160215,9.85151,0.0103391,0.00376025,0.1004,0.415001,0.164325,9.85046,0.00943638,0.00263202,0.100138,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.7,0.431162,0.17263,9.8604,0.0108375,0.00323494,0.09995,0.421077,0.179671,9.85831,0.00927381,0.0023904,0.10002,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.8,0.431594,0.156146,9.86045,0.00923123,0.00308664,0.100947,0.421916,0.160829,9.85844,0.00921375,0.00204475,0.100006,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
9.9,0.422117,0.162518,9.85816,0.00915881,0.00135084,0.102075,0.413158,0.166765,9.85761,0.00929196,0.00173817,0.100068,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10,0.433215,0.158298,9.85609,0.00835953,0.00250164,0.100318,0.42449,0.16282,9.85459,0.00929486,0.00157779,0.0999305,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.1,0.438529,0.14296,9.85441,0.0082205,0.00152862,0.100426,0.427415,0.14747,9.85268,0.00906906,0.000981949,0.100096,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.2,0.43868,0.148046,9.87202,0.00979101,0.00130609,0.0996617,0.427667,0.151137,9.86997,0.00891775,0.000810089,0.0998512,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.3,0.439462,0.149826,9.86183,0.00774765,-0.000374864,0.100707,0.428816,0.154099,9.85958,0.0088168,0.000676331,0.0998599,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.4,0.447529,0.143583,9.86573,0.00794337,0.000238747,0.100187,0.436928,0.149275,9.86415,0.00873224,0.000112676,0.100035,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.5,0.435729,0.146146,9.86197,0.00900633,0.000553352,0.100645,0.425835,0.151988,9.85995,0.00878943,4.38227e-05,0.0997904,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.6,0.444975,0.147381,9.86376,0.00750508,-0.00227191,0.0999185,0.436428,0.153948,9.8617,0.0085608,-0.000379151,0.100057,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.7,0.44341,0.135607,9.86136,0.00882609,-0.00243211,0.099461,0.433268,0.14071,9.86081,0.00827242,-0.000721525,0.100052,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.8,0.451991,0.133926,9.86493,0.0079668,-0.00237097,0.0999353,0.441657,0.13798,9.86261,0.00817325,-0.00104432,0.0999057,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
10.9,0.45659,0.123554,9.86382,0.00837245,-0.00148948,0.100097,0.446698,0.12931,9.86161,0.00819502,-0.00130927,0.099853,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11,0.455199,0.135762,9.86387,0.00932298,-0.00265847,0.100563,0.444288,0.140587,9.86103,0.00818423,-0.00145367,0.100159,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.1,0.469026,0.125961,9.86647,0.00892022,-0.0024544,0.100615,0.459764,0.130613,9.86389,0.00792622,-0.00200334,0.100017,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.2,0.461731,0.123786,9.86621,0.0095119,-0.00272996,0.10059,0.453034,0.129253,9.86505,0.00803532,-0.00217895,0.0999649,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.3,0.474444,0.12069,9.86933,0.00823493,-0.00290956,0.102416,0.464357,0.126008,9.86579,0.00764205,-0.00259598,0.100231,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.4,0.465069,0.116964,9.86602,0.00885919,-0.00242157,0.100252,0.457421,0.121851,9.86392,0.00738846,-0.00278609,0.100073,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.5,0.467445,0.107545,9.86768,0.00765273,-0.00278537,0.0987375,0.457182,0.114806,9.86411,0.00732984,-0.00304509,0.100051,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.6,0.470548,0.107332,9.86858,0.0066218,-0.0021783,0.101755,0.460791,0.11284,9.86613,0.00731376,-0.00315006,0.0998643,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.7,0.471898,0.103302,9.86669,0.00560824,-0.00444828,0.100655,0.461672,0.108922,9.86503,0.00715162,-0.00377778,0.100155,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.8,0.480124,0.11598,9.87171,0.0081753,-0.00220984,0.0985248,0.470192,0.120175,9.87062,0.0069001,-0.00399541,0.0998525,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
11.9,0.4742,0.0993936,9.85679,0.00561029,-0.0039571,0.100431,0.463336,0.104829,9.85395,0.00714304,-0.00426248,0.100013,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12,0.483845,0.104465,9.86917,0.00783558,-0.00610792,0.0972886,0.476015,0.109929,9.86555,0.006849,-0.00449743,0.100007,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.1,0.473277,0.104993,9.85792,0.00669089,-0.00642174,0.100882,0.462362,0.109403,9.85682,0.00676685,-0.0049121,0.0999629,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.2,0.476111,0.0906359,9.87309,0.0073728,-0.00445538,0.100783,0.467285,0.0970291,9.86802,0.0063636,-0.00497979,0.100056,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.3,0.487317,0.0906589,9.86692,0.00609617,-0.00521878,0.0997517,0.476682,0.0960484,9.86497,0.00622657,-0.00532654,0.100177,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.4,0.484689,0.0863421,9.87013,0.00622251,-0.00630927,0.100706,0.474357,0.0911242,9.86818,0.0060591,-0.00581014,0.100026,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.5,0.479877,0.0863722,9.87181,0.00701935,-0.00500496,0.100649,0.470499,0.0920544,9.86879,0.0061275,-0.00587338,0.0999474,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.6,0.494815,0.0831452,9.87611,0.00537398,-0.00663674,0.0989958,0.484462,0.087928,9.87341,0.00582747,-0.00627809,0.0999689,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.7,0.483255,0.0842314,9.8723,0.00486874,-0.00706411,0.100097,0.472596,0.0900943,9.87175,0.00567956,-0.00640232,0.099861,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.8,0.488993,0.0785005,9.86783,0.00363947,-0.00532625,0.0983925,0.480359,0.0819166,9.86683,0.00530582,-0.00672823,0.0998878,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
12.9,0.490152,0.0733403,9.86956,0.00530343,-0.00616936,0.100379,0.478938,0.0793315,9.86784,0.00527409,-0.00710429,0.100103,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13,0.489587,0.0701383,9.87673,0.00479171,-0.00843386,0.100039,0.480859,0.0752026,9.87449,0.00536612,-0.00737527,0.0999693,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.1,0.48644,0.0664093,9.87576,0.00559059,-0.00880982,0.100554,0.476222,0.0715748,9.87397,0.00477794,-0.00773919,0.100079,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.2,0.489776,0.0738679,9.87642,0.0031016,-0.00854391,0.100589,0.479837,0.0789454,9.87442,0.00485936,-0.00797543,0.100059,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.3,0.490391,0.0588677,9.86978,0.00645376,-0.00941925,0.101567,0.479638,0.0664947,9.86735,0.00466721,-0.0082028,0.10007,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.4,0.50496,0.0657613,9.87045,0.00409645,-0.00931111,0.0990364,0.495812,0.0713478,9.86955,0.00448923,-0.00846145,0.0999523,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.5,0.512458,0.0546471,9.87024,0.00450084,-0.00922958,0.0996263,0.502195,0.0599569,9.86829,0.00452348,-0.00878345,0.0999468,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.6,0.501024,0.0530046,9.87559,0.00419001,-0.00910909,0.0992206,0.492291,0.0577445,9.87278,0.0040351,-0.00900435,0.0999602,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.7,0.497432,0.053228,9.87599,0.00505634,-0.0076386,0.10123,0.4878,0.0605091,9.87579,0.00406392,-0.00940622,0.10003,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
13.8,0.497432,0.0412099,9.87714,0.0050107,-0.00789687,0.10001,0.489587,0.0490322,9.87353,0.00378994,-0.00950139,0.100108,0.01,-0.005,0.002,0.0001,-0.0002,0.00015
